AYUNTAMIENTOS
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7392,0,7392,97.9462,6115,81.0255,4.0413,1276,3634952,2466358,2465153,67.8180

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PRI_NA,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,C_NA_CPP,C_PV_CPP_PSI,C_PV_CPP,C_PV_PSI,CAND_IND_1,CAND_IND_2,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211090B0100,211090B010002,21,PUEBLA,116,PUEBLA,1090,01,B,00,1,2,210,367,10,368,134,23,1,7,11,7,2,4,2,154,5,4,0,0,0,,,,,,,,4,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,10,377,368,558,10,,1,F,5c88072cbf3f64de64de9f61df2dc21ae963838d77a231adb2802efb026845c0,2018-07-02 02:03:00,2018-07-02 02:10:24,2018-07-02 02:11:05,CATD,Escaner,ACTA PREP
'211090C0100,211090C010002,21,PUEBLA,116,PUEBLA,1090,01,C,00,1,2,208,361,8,367,129,32,5,8,14,1,4,2,1,151,5,0,1,0,2,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,10,369,367,557,8,,1,F,96717937caa69407d85be36a0239b36711a7a3737ae8d388ec59568909105edb,2018-07-02 02:00:00,2018-07-02 02:03:45,2018-07-02 02:04:26,CATD,Escaner,ACTA PREP
'211090C0200,211090C020002,21,PUEBLA,116,PUEBLA,1090,02,C,00,1,2,181,389,7,398,136,31,4,6,16,11,4,1,0,168,3,3,1,0,1,,,,,,,,3,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,9,396,398,557,7,,1,F,1784928c71b89f4b4c619118c85ccdb7469e413f6e997498f91fabee801e406f,2018-07-02 01:56:00,2018-07-02 02:17:52,2018-07-02 02:23:19,CATD,Escaner,ACTA PREP
'211091B0100,211091B010002,21,PUEBLA,116,PUEBLA,1091,01,B,00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,0,0,0,606,0,Todos los campos ilegibles,0,F,2d34933bd5882187395daa8ddf3dcea9f200935893ba1af3bc6df84a8d6aaf3a,2018-07-02 00:55:00,2018-07-02 00:59:42,2018-07-02 01:00:58,CATD,Escaner,ACTA PREP
'211091C0100,211091C010002,21,PUEBLA,116,PUEBLA,1091,01,C,00,1,2,238,387,2,625,118,32,8,12,20,5,2,4,10,144,4,2,1,0,0,,,,,,,,5,,,,,,,,,,1,1,,,0,,,,,,,,,,,,1,14,389,384,605,2,,1,F,76b9dcd2ab683568aad206595074cdc94065b94325384599db8061ef91391f7e,2018-07-02 00:48:00,2018-07-02 00:53:29,2018-07-02 00:59:21,CATD,Escaner,ACTA PREP
'211091C0200,211091C020002,21,PUEBLA,116,PUEBLA,1091,02,C,00,1,2,219,402,5,407,118,39,2,7,14,8,2,9,2,182,8,3,1,0,1,,,,,,,,3,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,7,407,407,605,5,,1,F,2b5b806c516c701b3d690534eb348cfde253b1e718f720359df1558dd4f050b3,2018-07-02 00:51:00,2018-07-02 01:04:24,2018-07-02 01:05:22,CATD,Escaner,ACTA PREP
'211091C0300,211091C030002,21,PUEBLA,116,PUEBLA,1091,03,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,Sin Acta,0,,,,,,,,
'211092B0100,211092B010002,21,PUEBLA,116,PUEBLA,1092,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,Sin Acta,0,,,,,,,,
'211092C0100,211092C010002,21,PUEBLA,116,PUEBLA,1092,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,Sin Acta,0,,,,,,,,
'211092C0200,211092C020002,21,PUEBLA,116,PUEBLA,1092,02,C,00,1,2,311,431,6,454,132,26,6,9,14,10,3,8,4,208,7,2,2,0,3,,,,,,,,2,,,,,,,,,,0,0,,,1,,,,,,,,,,,,0,14,437,451,729,6,,1,F,0babd86ced150eb3a98a1644fe59f4fa67b9544f1bcbd2985c325d78edd7582a,2018-07-02 04:44:00,2018-07-02 04:49:28,2018-07-02 04:53:03,CATD,Escaner,ACTA PREP
'211093B0100,211093B010002,21,PUEBLA,116,PUEBLA,1093,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,Sin Acta,0,,,,,,,,
'211093C0100,211093C010002,21,PUEBLA,116,PUEBLA,1093,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,,Sin Acta,0,,,,,,,,
'211093C0200,211093C020002,21,PUEBLA,116,PUEBLA,1093,02,C,00,1,2,219,494,11,495,292,40,6,11,11,10,3,0,5,83,6,3,1,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,16,505,487,703,11,,1,F,665e560bef5a52e8c80791b498fad89676566121f271d25b40fdd858f7d721e8,2018-07-02 03:15:00,2018-07-02 03:22:35,2018-07-02 03:23:24,CATD,Escaner,ACTA PREP
'211094B0100,211094B010002,21,PUEBLA,116,PUEBLA,1094,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,Sin Acta,0,,,,,,,,
'211094C0100,211094C010002,21,PUEBLA,116,PUEBLA,1094,01,C,00,1,2,272,452,4,456,134,58,6,10,14,2,4,3,2,193,9,3,1,0,0,,,,,,,,0,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,16,456,456,708,4,,1,F,328b41a52071f3e30a17bae3f6dd45dbd28d9f611d8e033240ce24b0df235804,2018-07-02 03:08:00,2018-07-02 03:15:40,2018-07-02 03:17:05,CATD,Escaner,ACTA PREP
'211095B0100,211095B010002,21,PUEBLA,116,PUEBLA,1095,01,B,00,1,2,147,359,6,364,223,17,1,7,8,3,5,2,2,81,1,2,0,0,0,,,,,,,,1,,,,,,,,,,3,0,,,0,,,,,,,,,,,,0,8,365,364,492,6,,1,F,e0689d73977478b77ed25694cbf3f762d18dd07bafbc605e90a6a6764af527a2,2018-07-02 02:16:00,2018-07-02 02:30:43,2018-07-02 02:32:24,CATD,Escaner,ACTA PREP
'211095C0100,211095C010002,21,PUEBLA,116,PUEBLA,1095,01,C,00,1,2,135,371,6,378,245,25,2,1,13,1,3,2,4,70,2,2,1,0,0,,,,,,,,3,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,2,377,378,492,6,,1,F,9a18451f1c079d0fb91a695ccf838b1e18511533fb3e40bb0e24b3124295c447,2018-07-02 02:21:00,2018-07-02 02:30:19,2018-07-02 02:33:17,CATD,Escaner,ACTA PREP
'211096B0100,211096B010002,21,PUEBLA,116,PUEBLA,1096,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,Sin Acta,0,,,,,,,,
'211096C0100,211096C010002,21,PUEBLA,116,PUEBLA,1096,01,C,00,1,2,240,342,4,347,159,34,4,9,8,3,2,5,6,99,4,2,0,0,1,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,11,346,347,569,4,,1,F,dd08643f5147df60b6086e00384b9dc1e6398bb6d96abb2a9a865b31696d4bbe,2018-07-02 01:56:00,2018-07-02 02:08:19,2018-07-02 02:09:19,CATD,Escaner,ACTA PREP
'211096C0200,211096C020002,21,PUEBLA,116,PUEBLA,1096,02,C,00,1,2,208,374,6,380,159,49,2,9,8,4,2,1,2,117,7,4,0,0,0,,,,,,,,0,,,,,,,,,,4,0,,,0,,,,,,,,,,,,0,12,380,380,568,6,,1,F,440b659c3332ad121204cf4d128afb13ad1a10b209cd68e06da948bf6c52395e,2018-07-02 01:52:00,2018-07-02 01:56:40,2018-07-02 01:57:34,CATD,Escaner,ACTA PREP
'211096C0300,211096C030002,21,PUEBLA,116,PUEBLA,1096,03,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,,Sin Acta,0,,,,,,,,
'211097B0100,211097B010002,21,PUEBLA,116,PUEBLA,1097,01,B,00,1,2,229,355,7,359,98,30,1,19,13,3,1,4,1,170,3,7,1,0,2,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,6,362,359,571,7,,1,F,8aba492fc15fa3238fd674f5cae426f468b283e39dd1db80944a7de6f7a779ee,2018-07-02 03:58:00,2018-07-02 04:11:26,2018-07-02 04:12:58,CATD,Escaner,ACTA PREP
'211097C0100,211097C010002,21,PUEBLA,116,PUEBLA,1097,01,C,00,1,2,218,366,6,373,100,30,6,14,14,3,3,8,1,172,9,0,3,0,1,,,,,,,,0,,,,,,,,,,3,0,,,0,,,,,,,,,,,,0,6,372,373,570,6,,1,F,a646f00aba91f123091ca2ede8fe8a2f3b48d5d3fa3a191ad211d9c1c241e4b1,2018-07-02 05:46:00,2018-07-02 05:47:58,2018-07-02 05:51:59,CATD,Escaner,ACTA PREP
'211097C0200,211097C020002,21,PUEBLA,116,PUEBLA,1097,02,C,00,1,2,250,334,8,344,85,25,8,12,8,6,4,6,5,168,3,1,0,0,0,,,,,,,,2,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,10,342,344,570,8,,1,F,ba1f93123c748581cd409bf1b5e06b6e99d1c5aea3613217593344f1d4538d16,2018-07-02 04:07:00,2018-07-02 04:16:42,2018-07-02 04:18:24,CATD,Escaner,ACTA PREP
'211098B0100,211098B010002,21,PUEBLA,116,PUEBLA,1098,01,B,00,1,2,211,356,6,362,154,18,3,9,11,4,4,1,1,136,4,2,2,0,0,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,12,362,363,531,6,,1,F,b38f7534c1bee4075be4de4efc8bbe465c42d111f47993276f19da2e1cdeca05,2018-07-02 04:00:00,2018-07-02 04:06:40,2018-07-02 04:07:44,CATD,Escaner,ACTA PREP
'211098C0100,211098C010002,21,PUEBLA,116,PUEBLA,1098,01,C,00,1,2,189,359,3,362,130,31,4,2,11,8,8,5,3,125,9,3,1,0,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,21,362,362,531,3,,1,F,8c069afbcfcd89cfab0caef1ebb21bf6fc766da26307bad1c26a0c5ebb0b6a75,2018-07-02 04:06:00,2018-07-02 04:09:34,2018-07-02 04:10:20,CATD,Escaner,ACTA PREP
'211099B0100,211099B010002,21,PUEBLA,116,PUEBLA,1099,01,B,00,1,2,187,420,0,419,184,48,3,2,10,6,4,2,7,138,1,0,0,1,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,11,420,418,587,0,,1,F,89607a5b3dde6fa5acc217b68d7479df516f47978ea74648de62f540b759882b,2018-07-02 02:06:00,2018-07-02 02:10:51,2018-07-02 02:11:20,CATD,Escaner,ACTA PREP
'211099C0100,211099C010002,21,PUEBLA,116,PUEBLA,1099,01,C,00,1,2,186,416,5,421,172,43,1,2,12,4,5,6,136,136,9,0,3,0,0,,,,,,,,2,,,,,,,,,,1,3,,,0,,,,,,,,,,,,0,15,421,550,587,5,,1,F,e334ce9cc245c2475c12875e7331987577e0ce059c223b6ac6cf19da84116fef,2018-07-02 00:30:00,2018-07-02 00:35:44,2018-07-02 00:54:22,CATD,Escaner,ACTA PREP
'211099C0200,211099C020002,21,PUEBLA,116,PUEBLA,1099,02,C,00,1,2,220,0,7,388,174,34,1,5,10,2,4,3,13,121,4,3,0,0,0,,,,,,,,3,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,11,7,388,587,7,,1,F,7661024b584fc33a772ba2ff24d212c418a4b764e74ea28605565c507f8f4f00,2018-07-02 01:33:00,2018-07-02 03:14:03,2018-07-02 03:14:44,CATD,Escaner,ACTA PREP
'211100B0100,211100B010002,21,PUEBLA,116,PUEBLA,1100,01,B,00,1,2,0,313,9,322,197,34,2,2,10,0,0,2,5,61,1,2,0,0,0,,,,,,,,2,,,,,,,,,,0,2,,,0,,,,,,,,,,,,0,1,322,321,435,9,,1,F,abee4cd1a2b1540dfc01a49391410715c4ae3404dd51ffcbf46aed07bbaece8c,2018-07-02 01:08:00,2018-07-02 01:11:16,2018-07-02 01:13:10,CATD,Escaner,ACTA PREP
'211100C0100,211100C010002,21,PUEBLA,116,PUEBLA,1100,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,,Sin Acta,0,,,,,,,,
'211101B0100,211101B010002,21,PUEBLA,116,PUEBLA,1101,01,B,00,1,2,222,441,6,445,159,43,2,11,18,8,5,3,4,164,9,5,0,0,1,,,,,,,,1,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,12,447,447,649,6,,1,F,be082f74d3a203fc7aa0082f3189d8eed7984cdd337c19044250671810508d4d,2018-07-02 00:39:00,2018-07-02 00:50:46,2018-07-02 00:58:16,CATD,Escaner,ACTA PREP
'211101C0100,211101C010002,21,PUEBLA,116,PUEBLA,1101,01,C,00,1,2,239,423,7,433,135,31,10,12,17,4,2,3,2,188,6,6,1,0,1,,,,,,,,0,,,,,,,,,,0,2,,,0,,,,,,,,,,,,0,13,430,433,649,7,,1,F,ff5de4118de6552a8ac794476710b0db51486fad4a908e6e3ed59e21144f44a6,2018-07-02 01:09:00,2018-07-02 01:18:13,2018-07-02 01:18:50,CATD,Escaner,ACTA PREP
'211101C0200,211101C020002,21,PUEBLA,116,PUEBLA,1101,02,C,00,1,2,246,418,4,419,147,35,8,17,19,4,5,2,1,165,2,3,0,0,2,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,8,422,419,648,4,,1,F,6ca3a49dc36793a02bcf06b9691fecf3126b78a5b36e6482430f102e2007ff0e,2018-07-02 00:36:00,2018-07-02 00:41:14,2018-07-02 00:42:17,CATD,Escaner,ACTA PREP
'211102B0100,211102B010002,21,PUEBLA,116,PUEBLA,1102,01,B,00,1,2,282,362,4,366,122,33,7,12,20,4,3,10,1,128,4,4,1,0,0,,,,,,,,0,,,,,,,,,,2,1,,,0,,,,,,,,,,,,0,14,366,366,629,4,,1,F,0c31e92a9cdb3aa3d9f517e5c6a210cd99ed73b4b9b31c05dcca36e0c54d0a68,2018-07-02 02:31:00,2018-07-02 02:43:20,2018-07-02 02:44:58,CATD,Escaner,ACTA PREP
'211102C0100,211102C010002,21,PUEBLA,116,PUEBLA,1102,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,,-,,,,,,,,
'211103B0100,211103B010002,21,PUEBLA,116,PUEBLA,1103,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,Sin Acta,0,,,,,,,,
'211104B0100,211104B010002,21,PUEBLA,116,PUEBLA,1104,01,B,00,1,2,163,244,10,252,145,24,1,5,4,2,1,6,3,53,3,0,0,0,0,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,5,254,254,397,10,,1,F,d2abd65be075b56e5bb6bf4ac19899e32d8c20f8706a092221cc4e4d96930fff,2018-07-01 22:58:00,2018-07-01 23:09:46,2018-07-01 23:16:53,CATD,Escaner,ACTA PREP
'211105B0100,211105B010002,21,PUEBLA,116,PUEBLA,1105,01,B,00,1,2,149,311,4,315,162,27,6,6,7,2,1,4,2,82,3,2,0,0,0,,,,,,,,1,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,7,315,314,444,4,,1,F,96df34e5ecd5fb0f556b3a077424c5d78a89a1041f86dc18193cf9317567c5a5,2018-07-01 23:48:00,2018-07-01 23:51:24,2018-07-01 23:53:04,CATD,Escaner,ACTA PREP
'211105C0100,211105C010002,21,PUEBLA,116,PUEBLA,1105,01,C,00,1,2,163,298,3,302,153,26,3,4,7,8,1,0,5,80,3,1,1,0,1,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,7,301,302,444,3,,1,F,2ee3a78f501f00bb3611aa7f6915eeb69eecaf9e9a0f14fb419e7c775e48b353,2018-07-01 23:25:00,2018-07-01 23:30:01,2018-07-01 23:34:05,CATD,Escaner,ACTA PREP
'211106B0100,211106B010002,21,PUEBLA,116,PUEBLA,1106,01,B,00,1,2,195,219,6,224,72,36,1,7,3,5,3,1,5,78,2,1,0,0,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,9,225,224,401,6,,1,F,c1f27ff91c68b47fb31c1a8621dff071ea6375f4a0e1aba3d4db511b5b7d7906,2018-07-02 01:53:00,2018-07-02 02:44:44,2018-07-02 02:46:10,CATD,Escaner,ACTA PREP
'211107B0100,211107B010002,21,PUEBLA,116,PUEBLA,1107,01,B,00,1,2,168,211,4,215,83,32,2,0,7,4,1,1,2,69,3,4,0,0,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,1,5,215,215,363,4,,1,F,ca1ebbdf8515e0ffc4f83f563c849776024af0bd0861fc595359fd5c75d9f1d0,2018-07-02 03:47:00,2018-07-02 04:01:34,2018-07-02 04:03:01,CATD,Escaner,ACTA PREP
'211108B0100,211108B010002,21,PUEBLA,116,PUEBLA,1108,01,B,00,1,2,101,190,4,194,97,13,1,2,6,3,0,0,4,61,2,0,0,0,0,,,,,,,,1,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,2,194,194,275,4,,1,F,7edbc8b66c96c85716bf3352c1dc36c6034a6b8171d064503602a83281826df4,2018-07-01 23:06:00,2018-07-01 23:14:23,2018-07-01 23:16:01,CATD,Escaner,ACTA PREP
'211109B0100,211109B010002,21,PUEBLA,116,PUEBLA,1109,01,B,00,1,2,87,139,6,145,54,12,2,2,6,2,2,0,2,52,0,0,0,0,0,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,6,145,142,212,6,,1,F,e4f65880d4599c65902df002f9d262adb5e9efa6fbe88448bade2dc795f22f9a,2018-07-01 21:47:00,2018-07-01 21:52:21,2018-07-01 22:19:13,CATD,Escaner,ACTA PREP
'211110B0100,211110B010002,21,PUEBLA,116,PUEBLA,1110,01,B,00,1,2,114,127,9,136,46,14,4,3,4,1,3,2,0,50,0,2,0,0,1,,,,,,,,0,,,,,,,,,,2,0,,,0,,,,,,,,,,,,1,3,136,136,230,9,,1,F,a0d8cce793f338f3641cd97ad493993c08483e02bfc7e46d4b810e8dba5d4ef3,2018-07-01 22:29:00,2018-07-01 22:39:24,2018-07-01 22:40:26,CATD,Escaner,ACTA PREP
'211111B0100,211111B010002,21,PUEBLA,116,PUEBLA,1111,01,B,00,1,2,216,328,5,332,139,30,3,6,17,3,3,4,5,107,4,2,0,0,0,,,,,,,,1,,,,,,,,,,3,2,,,0,,,,,,,,,,,,0,3,333,332,528,5,,1,F,c422394211737f282cedb3149044a0ef6b4cb9dc65c83f7d3c5d7cb1dbfb8a3e,2018-07-02 01:28:00,2018-07-02 01:34:23,2018-07-02 01:35:19,CATD,Escaner,ACTA PREP
'211111C0100,211111C010002,21,PUEBLA,116,PUEBLA,1111,01,C,00,1,2,213,329,5,334,119,20,6,5,8,2,2,2,5,139,7,2,5,0,0,,,,,,,,2,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,9,334,334,527,5,,1,F,a20b374db72784be9be8abf6b31b939d5625a5c6eedc5bb4c17d564325555d0c,2018-07-02 01:29:00,2018-07-02 01:41:08,2018-07-02 01:41:46,CATD,Escaner,ACTA PREP
'211112B0100,211112B010002,21,PUEBLA,116,PUEBLA,1112,01,B,00,1,2,92,158,7,165,66,25,1,3,7,2,0,2,2,50,0,1,0,0,0,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,4,165,165,238,7,,1,F,9e059ad8da2e0c61e99110bfdb948cb42e041c674dc4c791664c7284c53d4574,2018-07-02 00:34:00,2018-07-02 00:37:59,2018-07-02 00:44:24,CATD,Escaner,ACTA PREP
'211113B0100,211113B010002,21,PUEBLA,116,PUEBLA,1113,01,B,00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,0,0,0,318,0,Todos los campos ilegibles,0,F,d0e57cbe54dd3244139f99869b9441b155091657fb2bdd0c48fe2d682d4de75b,2018-07-02 03:48:00,2018-07-02 03:55:50,2018-07-02 03:56:37,CATD,Escaner,ACTA PREP
'211114B0100,211114B010002,21,PUEBLA,116,PUEBLA,1114,01,B,00,1,2,165,250,2,252,89,27,9,4,4,2,1,3,1,103,1,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,8,252,252,397,2,,1,F,3de85de9892766ad8d2760fb0cf60deab28f9e737137fa62b0d5c4f8ba86d692,2018-07-02 01:00:00,2018-07-02 01:07:21,2018-07-02 01:09:17,CATD,Escaner,ACTA PREP
'211115B0100,211115B010002,21,PUEBLA,116,PUEBLA,1115,01,B,00,1,2,134,235,6,241,86,25,2,3,9,0,3,0,0,92,2,1,1,0,1,,,,,,,,0,,,,,,,,,,1,1,,,0,,,,,,,,,,,,1,0,241,228,355,6,,1,F,6209adf809aee7b29e3b43fe4751fd5da7b7f65a159a79bc1dd08f25ef85056a,2018-07-02 01:31:00,2018-07-02 01:54:53,2018-07-02 01:56:04,CATD,Escaner,ACTA PREP
'211116B0100,211116B010002,21,PUEBLA,116,PUEBLA,1116,01,B,00,1,2,160,2,3,315,136,29,5,5,9,5,2,2,0,106,6,0,0,0,0,,,,,,,,2,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,7,5,315,455,3,,1,F,1939ba004dfbb528bff966b46477548743c1ad46dda9ce2ad73a5ebc254d5d45,2018-07-01 22:44:00,2018-07-01 22:52:52,2018-07-01 22:55:46,CATD,Escaner,ACTA PREP
'211117B0100,211117B010002,21,PUEBLA,116,PUEBLA,1117,01,B,00,1,2,256,509,3,514,216,65,6,5,13,4,3,3,0,174,4,2,1,0,2,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,14,512,514,750,3,,1,F,9c649a1da14f1e0c2f37e4741b7a250d4d5b3efb44579cb1be490dfcccaf8f17,2018-07-02 00:28:00,2018-07-02 00:32:29,2018-07-02 00:34:05,CATD,Escaner,ACTA PREP
'211118B0100,211118B010002,21,PUEBLA,116,PUEBLA,1118,01,B,00,1,2,164,286,8,294,107,33,3,8,9,6,2,1,1,85,4,1,0,0,0,,,,,,,,2,,,,,,,,,,10,0,,,0,,,,,,,,,,,,0,22,294,294,438,8,,1,F,2995c880e8d4c965e3cf8ec6b366171b942685ca1d830cb05e8964eb0f81ec0e,2018-07-01 23:39:00,2018-07-01 23:43:43,2018-07-01 23:44:35,CATD,Escaner,ACTA PREP
'211118C0100,211118C010002,21,PUEBLA,116,PUEBLA,1118,01,C,00,1,2,168,281,9,290,101,23,4,5,4,3,1,2,3,124,3,4,0,0,0,,,,,,,,1,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,9,290,289,438,9,,1,F,4e45f5c11019dc044abf652eec20a1b8905e4bc49db2301db941283458bf11fb,2018-07-01 23:39:00,2018-07-01 23:52:20,2018-07-01 23:54:44,CATD,Escaner,ACTA PREP
'211119B0100,211119B010002,21,PUEBLA,116,PUEBLA,1119,01,B,00,1,2,0,238,7,245,109,19,2,1,8,1,1,3,2,88,1,3,0,0,0,,,,,,,,2,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,9,245,250,386,7,,1,F,99faab7f130e95162798995c1274567f19b33af8d06481ccb481d1883ec93a49,2018-07-01 23:43:00,2018-07-01 23:55:23,2018-07-01 23:57:50,CATD,Escaner,ACTA PREP
'211120B0100,211120B010002,21,PUEBLA,116,PUEBLA,1120,01,B,00,1,2,222,367,10,374,155,37,7,6,9,3,3,3,2,129,3,3,2,0,0,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,10,377,374,579,10,,1,F,55176ca3b70d8c1d421fcfc71cbe29630cef45e49ae29762f1735c4067f53213,2018-07-02 00:19:00,2018-07-02 00:27:14,2018-07-02 00:29:03,CATD,Escaner,ACTA PREP
'211120C0100,211120C010002,21,PUEBLA,116,PUEBLA,1120,01,C,00,1,2,202,384,12,399,157,30,4,10,10,4,1,5,3,154,7,2,1,0,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,10,396,399,579,12,,1,F,1c12e9846a74fe7802445a3f4120bdb81e3c68528e40ae9162cc6b0306c7b0ad,2018-07-02 00:19:00,2018-07-02 00:26:54,2018-07-02 00:28:01,CATD,Escaner,ACTA PREP
'211121B0100,211121B010002,21,PUEBLA,116,PUEBLA,1121,01,B,00,1,2,249,388,7,399,152,29,3,5,12,10,6,2,4,151,11,3,0,0,0,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,4,395,394,625,7,,1,F,7d42bd46b412ca32ea93193311db54f40ea272f9ab0f7345214dba32b34d10de,2018-07-02 04:18:00,2018-07-02 04:27:21,2018-07-02 04:28:35,CATD,Escaner,ACTA PREP
